"id","fdc_id","nutrient_id","amount","data_points","derivation_id","min","max","median","footnote","min_year_acquired"
"28645955","2342382","204","16.67","","","","","","",""
"28645997","2342382","606","6.51","","","","","","",""
"28645982","2342382","401","0.3","","","","","","",""
"28646004","2342382","613","3.667","","","","","","",""
"28645994","2342382","573","0.0","","","","","","",""
"28646006","2342382","617","6.235","","","","","","",""
"28645970","2342382","309","3.84","","","","","","",""
"28646003","2342382","612","0.494","","","","","","",""
"28645965","2342382","303","2.51","","","","","","",""
"28646010","2342382","621","0.001","","","","","","",""
"28646009","2342382","620","0.0","","","","","","",""
"28645993","2342382","435","43.0","","","","","","",""
"28645975","2342382","321","2.0","","","","","","",""
"28646007","2342382","618","0.864","","","","","","",""
"28645980","2342382","337","0.0","","","","","","",""
"28645979","2342382","334","0.0","","","","","","",""
"28645991","2342382","431","10.0","","","","","","",""
"28645971","2342382","312","0.11","","","","","","",""
"28645959","2342382","255","48.54","","","","","","",""
"28645978","2342382","328","0.1","","","","","","",""
"28646012","2342382","627","0.0","","","","","","",""
"28645983","2342382","404","0.163","","","","","","",""
"28646005","2342382","614","2.056","","","","","","",""
"28645998","2342382","607","0.0","","","","","","",""
"28645985","2342382","406","5.103","","","","","","",""
"28645974","2342382","320","8.0","","","","","","",""
"28645973","2342382","319","7.0","","","","","","",""
"28645968","2342382","306","274.0","","","","","","",""
"28645956","2342382","205","13.18","","","","","","",""
"28646000","2342382","609","0.0","","","","","","",""
"28646018","2342382","646","0.959","","","","","","",""
"28645990","2342382","430","3.3","","","","","","",""
"28646016","2342382","631","0.011","","","","","","",""
"28646083","2342383","646","0.946","","","","","","",""
"28646079","2342383","629","0.002","","","","","","",""
"28646070","2342383","614","2.113","","","","","","",""
"28646043","2342383","328","0.1","","","","","","",""
"28646076","2342383","626","0.512","","","","","","",""
"28646059","2342383","573","0.0","","","","","","",""
"28646082","2342383","645","7.084","","","","","","",""
"28646052","2342383","417","40.0","","","","","","",""
"28646048","2342383","404","0.163","","","","","","",""
"28646068","2342383","612","0.513","","","","","","",""
"28646040","2342383","321","0.0","","","","","","",""
"28646041","2342383","322","0.0","","","","","","",""
"28646039","2342383","320","0.0","","","","","","",""
"28646029","2342383","301","46.0","","","","","","",""
"28646063","2342383","607","0.001","","","","","","",""
"28646044","2342383","334","0.0","","","","","","",""
"28646081","2342383","631","0.012","","","","","","",""
"28646074","2342383","620","0.0","","","","","","",""
"28646035","2342383","309","3.75","","","","","","",""
"28646031","2342383","304","20.0","","","","","","",""
"28646033","2342383","306","256.0","","","","","","",""
"28646032","2342383","305","154.0","","","","","","",""
"28646025","2342383","262","0.0","","","","","","",""
"28646026","2342383","263","0.0","","","","","","",""
"28646050","2342383","406","4.992","","","","","","",""
"28646024","2342383","255","48.62","","","","","","",""
"28646054","2342383","421","58.7","","","","","","",""
"28646072","2342383","618","0.851","","","","","","",""
"28646073","2342383","619","0.08","","","","","","",""
"28646065","2342383","609","0.0","","","","","","",""
"28646042","2342383","323","0.07","","","","","","",""
"28646037","2342383","317","22.9","","","","","","",""
"28646057","2342383","432","26.0","","","","","","",""
"28646075","2342383","621","0.001","","","","","","",""
"28646062","2342383","606","6.701","","","","","","",""
"28646069","2342383","613","3.772","","","","","","",""
"28646027","2342383","269","1.89","","","","","","",""
"28646066","2342383","610","0.001","","","","","","",""
"28646046","2342383","338","2.0","","","","","","",""
"28646036","2342383","312","0.085","","","","","","",""
"28646056","2342383","431","14.0","","","","","","",""
"28646058","2342383","435","50.0","","","","","","",""
"28646047","2342383","401","0.3","","","","","","",""
"28646080","2342383","630","0.0","","","","","","",""
"28646064","2342383","608","0.001","","","","","","",""
"28646049","2342383","405","0.207","","","","","","",""
"28646023","2342383","221","0.0","","","","","","",""
"28646022","2342383","208","290.0","","","","","","",""
"28646020","2342383","204","17.09","","","","","","",""
"28646021","2342383","205","13.02","","","","","","",""
"28646019","2342383","203","19.51","","","","","","",""
"28646038","2342383","319","0.0","","","","","","",""
"28646078","2342383","628","0.033","","","","","","",""
"28646045","2342383","337","0.0","","","","","","",""
"28646034","2342383","307","336.0","","","","","","",""
"28646051","2342383","415","0.337","","","","","","",""
"28646071","2342383","617","6.407","","","","","","",""
"28646055","2342383","430","2.9","","","","","","",""
"28646030","2342383","303","2.67","","","","","","",""
"28646053","2342383","418","2.0","","","","","","",""
"28646077","2342383","627","0.0","","","","","","",""
"28646067","2342383","611","0.001","","","","","","",""
"28646060","2342383","578","0.0","","","","","","",""
"28646061","2342383","601","62.0","","","","","","",""
"28646028","2342383","291","0.5","","","","","","",""
"28646128","2342384","607","0.0","","","","","","",""
"28646103","2342384","319","7.0","","","","","","",""
"28646107","2342384","323","0.1","","","","","","",""
"28646114","2342384","405","0.196","","","","","","",""
"28646097","2342384","305","173.0","","","","","","",""
"28646116","2342384","415","0.359","","","","","","",""
"28646113","2342384","404","0.151","","","","","","",""
"28646121","2342384","431","9.0","","","","","","",""
"28646122","2342384","432","25.0","","","","","","",""
"28646087","2342384","208","287.0","","","","","","",""
"28646124","2342384","573","0.0","","","","","","",""
"28646143","2342384","628","0.032","","","","","","",""
"28646102","2342384","317","23.2","","","","","","",""
"28646132","2342384","611","0.001","","","","","","",""
"28646134","2342384","613","3.775","","","","","","",""
"28646085","2342384","204","17.11","","","","","","",""
"28646086","2342384","205","12.03","","","","","","",""
"28646099","2342384","307","330.0","","","","","","",""
"28646144","2342384","629","0.002","","","","","","",""
"28646100","2342384","309","3.93","","","","","","",""
"28646115","2342384","406","5.118","","","","","","",""
"28646118","2342384","418","2.0","","","","","","",""
"28646123","2342384","435","41.0","","","","","","",""
"28646112","2342384","401","0.3","","","","","","",""
"28646142","2342384","627","0.0","","","","","","",""
"28646117","2342384","417","35.0","","","","","","",""
"28646090","2342384","262","0.0","","","","","","",""
"28646130","2342384","609","0.0","","","","","","",""
"28646092","2342384","269","1.73","","","","","","",""
"28646106","2342384","322","0.0","","","","","","",""
"28646137","2342384","618","0.84","","","","","","",""
"28646093","2342384","291","1.2","","","","","","",""
"28646094","2342384","301","59.0","","","","","","",""
"28646084","2342384","203","20.01","","","","","","",""
"28646110","2342384","337","0.0","","","","","","",""
"28646098","2342384","306","277.0","","","","","","",""
"28646131","2342384","610","0.0","","","","","","",""
"28646120","2342384","430","3.2","","","","","","",""
"28646104","2342384","320","7.0","","","","","","",""
"28646089","2342384","255","48.99","","","","","","",""
"28646147","2342384","645","7.101","","","","","","",""
"28646105","2342384","321","2.0","","","","","","",""
"28646091","2342384","263","0.0","","","","","","",""
"28646133","2342384","612","0.511","","","","","","",""
"28646140","2342384","621","0.001","","","","","","",""
"28646146","2342384","631","0.012","","","","","","",""
"28646119","2342384","421","58.8","","","","","","",""
"28646088","2342384","221","0.0","","","","","","",""
"28646141","2342384","626","0.512","","","","","","",""
"28646135","2342384","614","2.118","","","","","","",""
"28646109","2342384","334","0.0","","","","","","",""
"28646111","2342384","338","3.0","","","","","","",""
"28646136","2342384","617","6.424","","","","","","",""
"28646095","2342384","303","2.5","","","","","","",""
"28646148","2342384","646","0.932","","","","","","",""
"28646108","2342384","328","0.1","","","","","","",""
"28646129","2342384","608","0.0","","","","","","",""
"28646101","2342384","312","0.107","","","","","","",""
"28646125","2342384","578","0.0","","","","","","",""
"28646096","2342384","304","29.0","","","","","","",""
"28646139","2342384","620","0.0","","","","","","",""
"28646145","2342384","630","0.0","","","","","","",""
"28646127","2342384","606","6.706","","","","","","",""
"28646126","2342384","601","62.0","","","","","","",""
"28646138","2342384","619","0.077","","","","","","",""
"28646192","2342385","606","7.128","","","","","","",""
"28646156","2342385","263","0.0","","","","","","",""
"28646205","2342385","621","0.001","","","","","","",""
"28646166","2342385","312","0.083","","","","","","",""
"28646195","2342385","609","0.0","","","","","","",""
"28646176","2342385","338","1.0","","","","","","",""
"28646198","2342385","612","0.549","","","","","","",""
"28646206","2342385","626","0.548","","","","","","",""
"28646154","2342385","255","49.66","","","","","","",""
"28646213","2342385","646","0.885","","","","","","",""
"28646152","2342385","208","290.0","","","","","","",""
"28646168","2342385","319","0.0","","","","","","",""
"28646187","2342385","432","25.0","","","","","","",""
"28646164","2342385","307","322.0","","","","","","",""
"28646194","2342385","608","0.001","","","","","","",""
"28646159","2342385","301","39.0","","","","","","",""
"28646201","2342385","617","6.822","","","","","","",""
"28646183","2342385","418","2.13","","","","","","",""
"28646167","2342385","317","22.6","","","","","","",""
"28646185","2342385","430","2.8","","","","","","",""
"28646153","2342385","221","0.0","","","","","","",""
"28646199","2342385","613","4.009","","","","","","",""
"28646160","2342385","303","2.62","","","","","","",""
"28646151","2342385","205","10.33","","","","","","",""
"28646208","2342385","628","0.034","","","","","","",""
"28646203","2342385","619","0.072","","","","","","",""
"28646207","2342385","627","0.0","","","","","","",""
"28646209","2342385","629","0.002","","","","","","",""
"28646211","2342385","631","0.013","","","","","","",""
"28646161","2342385","304","20.0","","","","","","",""
"28646150","2342385","204","18.05","","","","","","",""
"28646188","2342385","435","44.0","","","","","","",""
"28646175","2342385","337","0.0","","","","","","",""
"28646149","2342385","203","20.22","","","","","","",""
"28646180","2342385","406","5.051","","","","","","",""
"28646165","2342385","309","3.97","","","","","","",""
"28646162","2342385","305","158.0","","","","","","",""
"28646163","2342385","306","266.0","","","","","","",""
"28646189","2342385","573","0.0","","","","","","",""
"28646173","2342385","328","0.2","","","","","","",""
"28646179","2342385","405","0.2","","","","","","",""
"28646177","2342385","401","0.3","","","","","","",""
"28646212","2342385","645","7.545","","","","","","",""
"28646171","2342385","322","0.0","","","","","","",""
"28646197","2342385","611","0.001","","","","","","",""
"28646178","2342385","404","0.136","","","","","","",""
"28646202","2342385","618","0.796","","","","","","",""
"28646193","2342385","607","0.001","","","","","","",""
"28646204","2342385","620","0.0","","","","","","",""
"28646191","2342385","601","66.0","","","","","","",""
"28646182","2342385","417","36.0","","","","","","",""
"28646186","2342385","431","11.0","","","","","","",""
"28646190","2342385","578","0.0","","","","","","",""
"28646200","2342385","614","2.249","","","","","","",""
"28646157","2342385","269","1.5","","","","","","",""
"28646172","2342385","323","0.06","","","","","","",""
"28646169","2342385","320","0.0","","","","","","",""
"28646210","2342385","630","0.0","","","","","","",""
"28646174","2342385","334","0.0","","","","","","",""
"28646158","2342385","291","0.4","","","","","","",""
"28646184","2342385","421","61.9","","","","","","",""
"28646155","2342385","262","0.0","","","","","","",""
"28646196","2342385","610","0.001","","","","","","",""
"28646181","2342385","415","0.357","","","","","","",""
"28646170","2342385","321","0.0","","","","","","",""
"28646275","2342386","630","0.0","","","","","","",""
"28646264","2342386","613","4.011","","","","","","",""
"28646276","2342386","631","0.013","","","","","","",""
"28646260","2342386","609","0.0","","","","","","",""
"28646221","2342386","263","0.0","","","","","","",""
"28646253","2342386","435","37.0","","","","","","",""
"28646222","2342386","269","1.37","","","","","","",""
"28646268","2342386","619","0.07","","","","","","",""
"28646236","2342386","322","0.0","","","","","","",""
"28646226","2342386","304","27.0","","","","","","",""
"28646246","2342386","415","0.374","","","","","","",""
"28646243","2342386","404","0.126","","","","","","",""
"28646227","2342386","305","173.0","","","","","","",""
"28646248","2342386","418","2.13","","","","","","",""
"28646272","2342386","627","0.0","","","","","","",""
"28646278","2342386","646","0.874","","","","","","",""
"28646237","2342386","323","0.08","","","","","","",""
"28646224","2342386","301","49.0","","","","","","",""
"28646223","2342386","291","1.0","","","","","","",""
"28646215","2342386","204","18.07","","","","","","",""
"28646274","2342386","629","0.002","","","","","","",""
"28646216","2342386","205","9.54","","","","","","",""
"28646254","2342386","573","0.0","","","","","","",""
"28646269","2342386","620","0.0","","","","","","",""
"28646214","2342386","203","20.62","","","","","","",""
"28646252","2342386","432","24.0","","","","","","",""
"28646242","2342386","401","0.2","","","","","","",""
"28646225","2342386","303","2.48","","","","","","",""
"28646234","2342386","320","5.0","","","","","","",""
"28646249","2342386","421","62.0","","","","","","",""
"28646228","2342386","306","282.0","","","","","","",""
"28646240","2342386","337","0.0","","","","","","",""
"28646230","2342386","309","4.11","","","","","","",""
"28646244","2342386","405","0.192","","","","","","",""
"28646229","2342386","307","317.0","","","","","","",""
"28646231","2342386","312","0.101","","","","","","",""
"28646245","2342386","406","5.151","","","","","","",""
"28646251","2342386","431","7.0","","","","","","",""
"28646259","2342386","608","0.0","","","","","","",""
"28646219","2342386","255","49.95","","","","","","",""
"28646220","2342386","262","0.0","","","","","","",""
"28646267","2342386","618","0.788","","","","","","",""
"28646232","2342386","317","22.9","","","","","","",""
"28646266","2342386","617","6.836","","","","","","",""
"28646235","2342386","321","1.0","","","","","","",""
"28646247","2342386","417","32.0","","","","","","",""
"28646265","2342386","614","2.253","","","","","","",""
"28646261","2342386","610","0.0","","","","","","",""
"28646217","2342386","208","288.0","","","","","","",""
"28646238","2342386","328","0.2","","","","","","",""
"28646258","2342386","607","0.0","","","","","","",""
"28646263","2342386","612","0.547","","","","","","",""
"28646250","2342386","430","3.0","","","","","","",""
"28646277","2342386","645","7.559","","","","","","",""
"28646218","2342386","221","0.0","","","","","","",""
"28646241","2342386","338","2.0","","","","","","",""
"28646255","2342386","578","0.0","","","","","","",""
"28646271","2342386","626","0.548","","","","","","",""
"28646239","2342386","334","0.0","","","","","","",""
"28646256","2342386","601","66.0","","","","","","",""
"28646262","2342386","611","0.0","","","","","","",""
"28646257","2342386","606","7.132","","","","","","",""
"28646233","2342386","319","5.0","","","","","","",""
"28646270","2342386","621","0.001","","","","","","",""
"28646273","2342386","628","0.034","","","","","","",""
"28646314","2342387","421","50.8","","","","","","",""
"28646287","2342387","269","2.86","","","","","","",""
"28646304","2342387","334","0.0","","","","","","",""
"28646325","2342387","609","0.0","","","","","","",""
"28646323","2342387","607","0.002","","","","","","",""
"28646329","2342387","613","3.19","","","","","","",""
"28646291","2342387","304","21.0","","","","","","",""
"28646343","2342387","646","1.095","","","","","","",""
"28646283","2342387","221","0.0","","","","","","",""
"28646339","2342387","629","0.002","","","","","","",""
"28646340","2342387","630","0.0","","","","","","",""
"28646294","2342387","307","357.0","","","","","","",""
"28646321","2342387","601","51.0","","","","","","",""
"28646310","2342387","406","4.847","","","","","","",""
"28646313","2342387","418","1.68","","","","","","",""
"28646303","2342387","328","0.1","","","","","","",""
"28646292","2342387","305","145.0","","","","","","",""
"28646330","2342387","614","1.779","","","","","","",""
"28646334","2342387","620","0.0","","","","","","",""
"28646305","2342387","337","0.0","","","","","","",""
"28646312","2342387","417","50.0","","","","","","",""
"28646337","2342387","627","0.0","","","","","","",""
"28646307","2342387","401","0.5","","","","","","",""
"28646279","2342387","203","17.76","","","","","","",""
"28646296","2342387","312","0.089","","","","","","",""
"28646281","2342387","205","19.68","","","","","","",""
"28646320","2342387","578","0.0","","","","","","",""
"28646295","2342387","309","3.21","","","","","","",""
"28646338","2342387","628","0.03","","","","","","",""
"28646317","2342387","432","29.0","","","","","","",""
"28646319","2342387","573","0.0","","","","","","",""
"28646309","2342387","405","0.223","","","","","","",""
"28646302","2342387","323","0.11","","","","","","",""
"28646315","2342387","430","3.3","","","","","","",""
"28646327","2342387","611","0.002","","","","","","",""
"28646299","2342387","320","0.0","","","","","","",""
"28646289","2342387","301","63.0","","","","","","",""
"28646333","2342387","619","0.098","","","","","","",""
"28646300","2342387","321","0.0","","","","","","",""
"28646280","2342387","204","14.73","","","","","","",""
"28646290","2342387","303","2.81","","","","","","",""
"28646301","2342387","322","0.0","","","","","","",""
"28646288","2342387","291","0.7","","","","","","",""
"28646297","2342387","317","23.7","","","","","","",""
"28646341","2342387","631","0.01","","","","","","",""
"28646286","2342387","263","0.0","","","","","","",""
"28646332","2342387","618","0.985","","","","","","",""
"28646308","2342387","404","0.231","","","","","","",""
"28646306","2342387","338","2.0","","","","","","",""
"28646284","2342387","255","46.06","","","","","","",""
"28646316","2342387","431","21.0","","","","","","",""
"28646293","2342387","306","232.0","","","","","","",""
"28646336","2342387","626","0.424","","","","","","",""
"28646335","2342387","621","0.001","","","","","","",""
"28646282","2342387","208","288.0","","","","","","",""
"28646328","2342387","612","0.425","","","","","","",""
"28646285","2342387","262","0.0","","","","","","",""
"28646326","2342387","610","0.002","","","","","","",""
"28646311","2342387","415","0.288","","","","","","",""
"28646342","2342387","645","5.948","","","","","","",""
"28646331","2342387","617","5.385","","","","","","",""
"28646298","2342387","319","0.0","","","","","","",""
"28646318","2342387","435","64.0","","","","","","",""
"28646322","2342387","606","5.651","","","","","","",""
"28646324","2342387","608","0.001","","","","","","",""
"28646378","2342388","418","2.0","","","","","","",""
"28646360","2342388","309","3.75","","","","","","",""
"28646401","2342388","626","0.512","","","","","","",""
"28646371","2342388","338","2.0","","","","","","",""
"28646369","2342388","334","0.0","","","","","","",""
"28646394","2342388","613","3.772","","","","","","",""
"28646395","2342388","614","2.113","","","","","","",""
"28646372","2342388","401","0.3","","","","","","",""
"28646356","2342388","304","20.0","","","","","","",""
"28646396","2342388","617","6.407","","","","","","",""
"28646393","2342388","612","0.513","","","","","","",""
"28646357","2342388","305","154.0","","","","","","",""
"28646385","2342388","578","0.0","","","","","","",""
"28646402","2342388","627","0.0","","","","","","",""
"28646367","2342388","323","0.07","","","","","","",""
"28646365","2342388","321","0.0","","","","","","",""
"28646382","2342388","432","26.0","","","","","","",""
"28646391","2342388","610","0.001","","","","","","",""
"28646363","2342388","319","0.0","","","","","","",""
"28646364","2342388","320","0.0","","","","","","",""
"28646381","2342388","431","14.0","","","","","","",""
"28646399","2342388","620","0.0","","","","","","",""
"28646379","2342388","421","58.7","","","","","","",""
"28646397","2342388","618","0.851","","","","","","",""
"28646376","2342388","415","0.337","","","","","","",""
"28646366","2342388","322","0.0","","","","","","",""
"28646373","2342388","404","0.163","","","","","","",""
"28646370","2342388","337","0.0","","","","","","",""
"28646344","2342388","203","19.51","","","","","","",""
"28646346","2342388","205","13.02","","","","","","",""
"28646380","2342388","430","2.9","","","","","","",""
"28646386","2342388","601","62.0","","","","","","",""
"28646358","2342388","306","256.0","","","","","","",""
"28646389","2342388","608","0.001","","","","","","",""
"28646349","2342388","255","48.62","","","","","","",""
"28646374","2342388","405","0.207","","","","","","",""
"28646352","2342388","269","1.89","","","","","","",""
"28646368","2342388","328","0.1","","","","","","",""
"28646348","2342388","221","0.0","","","","","","",""
"28646345","2342388","204","17.09","","","","","","",""
"28646392","2342388","611","0.001","","","","","","",""
"28646403","2342388","628","0.033","","","","","","",""
"28646398","2342388","619","0.08","","","","","","",""
"28646407","2342388","645","7.084","","","","","","",""
"28646383","2342388","435","50.0","","","","","","",""
"28646384","2342388","573","0.0","","","","","","",""
"28646408","2342388","646","0.946","","","","","","",""
"28646361","2342388","312","0.085","","","","","","",""
"28646390","2342388","609","0.0","","","","","","",""
"28646405","2342388","630","0.0","","","","","","",""
"28646359","2342388","307","336.0","","","","","","",""
"28646362","2342388","317","22.9","","","","","","",""
"28646406","2342388","631","0.012","","","","","","",""
"28646347","2342388","208","290.0","","","","","","",""
"28646404","2342388","629","0.002","","","","","","",""
"28646387","2342388","606","6.701","","","","","","",""
"28646350","2342388","262","0.0","","","","","","",""
"28646400","2342388","621","0.001","","","","","","",""
"28646355","2342388","303","2.67","","","","","","",""
"28646354","2342388","301","46.0","","","","","","",""
"28646388","2342388","607","0.001","","","","","","",""
"28646353","2342388","291","0.5","","","","","","",""
"28646375","2342388","406","4.992","","","","","","",""
"28646351","2342388","263","0.0","","","","","","",""
"28646377","2342388","417","40.0","","","","","","",""
"28646472","2342389","645","7.545","","","","","","",""
"28646451","2342389","601","66.0","","","","","","",""
"28646427","2342389","317","22.6","","","","","","",""
"28646433","2342389","328","0.2","","","","","","",""
"28646440","2342389","406","5.051","","","","","","",""
"28646460","2342389","614","2.249","","","","","","",""
"28646419","2342389","301","39.0","","","","","","",""
"28646412","2342389","208","290.0","","","","","","",""
"28646439","2342389","405","0.2","","","","","","",""
"28646411","2342389","205","10.33","","","","","","",""
"28646442","2342389","417","36.0","","","","","","",""
"28646453","2342389","607","0.001","","","","","","",""
"28646468","2342389","628","0.034","","","","","","",""
"28646448","2342389","435","44.0","","","","","","",""
"28646449","2342389","573","0.0","","","","","","",""
"28646446","2342389","431","11.0","","","","","","",""
"28646409","2342389","203","20.22","","","","","","",""
"28646430","2342389","321","0.0","","","","","","",""
"28646434","2342389","334","0.0","","","","","","",""
"28646445","2342389","430","2.8","","","","","","",""
"28646456","2342389","610","0.001","","","","","","",""
"28646416","2342389","263","0.0","","","","","","",""
"28646450","2342389","578","0.0","","","","","","",""
"28646423","2342389","306","266.0","","","","","","",""
"28646462","2342389","618","0.796","","","","","","",""
"28646444","2342389","421","61.9","","","","","","",""
"28646417","2342389","269","1.5","","","","","","",""
"28646428","2342389","319","0.0","","","","","","",""
"28646421","2342389","304","20.0","","","","","","",""
"28646463","2342389","619","0.072","","","","","","",""
"28646418","2342389","291","0.4","","","","","","",""
"28646422","2342389","305","158.0","","","","","","",""
"28646432","2342389","323","0.06","","","","","","",""
"28646447","2342389","432","25.0","","","","","","",""
"28646413","2342389","221","0.0","","","","","","",""
"28646459","2342389","613","4.009","","","","","","",""
"28646466","2342389","626","0.548","","","","","","",""
"28646467","2342389","627","0.0","","","","","","",""
"28646436","2342389","338","1.0","","","","","","",""
"28646438","2342389","404","0.136","","","","","","",""
"28646470","2342389","630","0.0","","","","","","",""
"28646469","2342389","629","0.002","","","","","","",""
"28646429","2342389","320","0.0","","","","","","",""
"28646452","2342389","606","7.128","","","","","","",""
"28646425","2342389","309","3.97","","","","","","",""
"28646458","2342389","612","0.549","","","","","","",""
"28646431","2342389","322","0.0","","","","","","",""
"28646424","2342389","307","322.0","","","","","","",""
"28646415","2342389","262","0.0","","","","","","",""
"28646471","2342389","631","0.013","","","","","","",""
"28646455","2342389","609","0.0","","","","","","",""
"28646426","2342389","312","0.083","","","","","","",""
"28646473","2342389","646","0.885","","","","","","",""
"28646420","2342389","303","2.62","","","","","","",""
"28646464","2342389","620","0.0","","","","","","",""
"28646461","2342389","617","6.822","","","","","","",""
"28646454","2342389","608","0.001","","","","","","",""
"28646457","2342389","611","0.001","","","","","","",""
"28646465","2342389","621","0.001","","","","","","",""
"28646435","2342389","337","0.0","","","","","","",""
"28646437","2342389","401","0.3","","","","","","",""
"28646410","2342389","204","18.05","","","","","","",""
"28646443","2342389","418","2.13","","","","","","",""
"28646441","2342389","415","0.357","","","","","","",""
"28646414","2342389","255","49.66","","","","","","",""
"28646533","2342390","628","0.026","","","","","","",""
"28646528","2342390","619","0.104","","","","","","",""
"28646525","2342390","614","0.883","","","","","","",""
"28646529","2342390","620","0.012","","","","","","",""
"28646532","2342390","627","0.0","","","","","","",""
"28646530","2342390","621","0.0","","","","","","",""
"28646527","2342390","618","0.906","","","","","","",""
"28646535","2342390","630","0.0","","","","","","",""
"28646538","2342390","646","1.02","","","","","","",""
"28646524","2342390","613","1.722","","","","","","",""
"28646534","2342390","629","0.001","","","","","","",""
"28646526","2342390","617","2.255","","","","","","",""
"28646531","2342390","626","0.172","","","","","","",""
"28646537","2342390","645","2.516","","","","","","",""
"28646536","2342390","631","0.002","","","","","","",""
"28646496","2342390","322","0.0","","","","","","",""
"28646501","2342390","338","62.0","","","","","","",""
"28646522","2342390","611","0.097","","","","","","",""
"28646484","2342390","301","169.0","","","","","","",""
"28646489","2342390","307","517.0","","","","","","",""
"28646481","2342390","263","0.0","","","","","","",""
"28646492","2342390","317","17.2","","","","","","",""
"28646503","2342390","404","0.214","","","","","","",""
"28646508","2342390","418","0.76","","","","","","",""
"28646488","2342390","306","221.0","","","","","","",""
"28646517","2342390","606","3.465","","","","","","",""
"28646495","2342390","321","104.0","","","","","","",""
"28646515","2342390","578","0.0","","","","","","",""
"28646510","2342390","430","5.7","","","","","","",""
"28646513","2342390","435","56.0","","","","","","",""
"28646487","2342390","305","156.0","","","","","","",""
"28646523","2342390","612","0.394","","","","","","",""
"28646486","2342390","304","21.0","","","","","","",""
"28646477","2342390","208","208.0","","","","","","",""
"28646493","2342390","319","36.0","","","","","","",""
"28646491","2342390","312","0.081","","","","","","",""
"28646474","2342390","203","11.34","","","","","","",""
"28646504","2342390","405","0.211","","","","","","",""
"28646509","2342390","421","31.9","","","","","","",""
"28646483","2342390","291","1.2","","","","","","",""
"28646475","2342390","204","8.29","","","","","","",""
"28646494","2342390","320","45.0","","","","","","",""
"28646490","2342390","309","1.82","","","","","","",""
"28646478","2342390","221","0.0","","","","","","",""
"28646506","2342390","415","0.155","","","","","","",""
"28646497","2342390","323","0.81","","","","","","",""
"28646498","2342390","328","0.5","","","","","","",""
"28646480","2342390","262","0.0","","","","","","",""
"28646505","2342390","406","3.506","","","","","","",""
"28646512","2342390","432","23.0","","","","","","",""
"28646485","2342390","303","2.0","","","","","","",""
"28646519","2342390","608","0.056","","","","","","",""
"28646482","2342390","269","4.62","","","","","","",""
"28646514","2342390","573","0.0","","","","","","",""
"28646479","2342390","255","56.91","","","","","","",""
"28646499","2342390","334","1.0","","","","","","",""
"28646511","2342390","431","19.0","","","","","","",""
"28646502","2342390","401","1.1","","","","","","",""
"28646507","2342390","417","42.0","","","","","","",""
"28646500","2342390","337","3140.0","","","","","","",""
"28646520","2342390","609","0.036","","","","","","",""
"28646476","2342390","205","21.29","","","","","","",""
"28646521","2342390","610","0.085","","","","","","",""
"28646518","2342390","607","0.073","","","","","","",""
"28646516","2342390","601","34.0","","","","","","",""
"28646599","2342391","629","0.001","","","","","","",""
"28646579","2342391","573","0.0","","","","","","",""
"28646585","2342391","609","0.003","","","","","","",""
"28646576","2342391","431","42.0","","","","","","",""
"28646542","2342391","208","217.0","","","","","","",""
"28646548","2342391","291","1.3","","","","","","",""
"28646593","2342391","619","0.102","","","","","","",""
"28646578","2342391","435","89.0","","","","","","",""
"28646587","2342391","611","0.008","","","","","","",""
"28646589","2342391","613","1.097","","","","","","",""
"28646588","2342391","612","0.113","","","","","","",""
"28646545","2342391","262","0.0","","","","","","",""
"28646559","2342391","320","9.0","","","","","","",""
"28646570","2342391","406","3.902","","","","","","",""
"28646574","2342391","421","37.3","","","","","","",""
"28646590","2342391","614","0.734","","","","","","",""
"28646541","2342391","205","28.73","","","","","","",""
"28646550","2342391","303","2.42","","","","","","",""
"28646555","2342391","309","2.02","","","","","","",""
"28646565","2342391","337","1542.0","","","","","","",""
"28646592","2342391","618","0.98","","","","","","",""
"28646573","2342391","418","0.71","","","","","","",""
"28646552","2342391","305","125.0","","","","","","",""
"28646549","2342391","301","124.0","","","","","","",""
"28646586","2342391","610","0.003","","","","","","",""
"28646594","2342391","620","0.012","","","","","","",""
"28646551","2342391","304","22.0","","","","","","",""
"28646558","2342391","319","6.0","","","","","","",""
"28646543","2342391","221","0.0","","","","","","",""
"28646567","2342391","401","0.8","","","","","","",""
"28646540","2342391","204","6.15","","","","","","",""
"28646556","2342391","312","0.096","","","","","","",""
"28646546","2342391","263","0.0","","","","","","",""
"28646569","2342391","405","0.208","","","","","","",""
"28646582","2342391","606","2.038","","","","","","",""
"28646566","2342391","338","56.0","","","","","","",""
"28646547","2342391","269","5.9","","","","","","",""
"28646580","2342391","578","0.0","","","","","","",""
"28646603","2342391","646","1.103","","","","","","",""
"28646568","2342391","404","0.266","","","","","","",""
"28646598","2342391","628","0.019","","","","","","",""
"28646563","2342391","328","0.1","","","","","","",""
"28646572","2342391","417","60.0","","","","","","",""
"28646597","2342391","627","0.0","","","","","","",""
"28646596","2342391","626","0.159","","","","","","",""
"28646557","2342391","317","17.8","","","","","","",""
"28646591","2342391","617","1.949","","","","","","",""
"28646561","2342391","322","0.0","","","","","","",""
"28646553","2342391","306","204.0","","","","","","",""
"28646562","2342391","323","0.35","","","","","","",""
"28646581","2342391","601","32.0","","","","","","",""
"28646539","2342391","203","11.75","","","","","","",""
"28646571","2342391","415","0.175","","","","","","",""
