"ingredient code","Ingredient description","Nutrient code","Nutrient value","Nutrient value source","FDC ID","Derivation code","SR AddMod year","Foundation year acquired","Start date","End date"
"1001","Butter, stick, salted","203","0.85","SR Legacy","173410","","1976","0","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","204","82.2","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","205","0.06","SR Legacy","173410","NC","1976","0","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","208","743.0","Informed by FDC Foundation and SR Legacy","","","","0","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","221","0.0","SR Legacy","173410","","1985","0","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","255","15.8","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","262","0.0","SR Legacy","173410","Z","2001","0","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","263","0.0","SR Legacy","173410","Z","2001","0","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","269","0.58","Foundation","790508","AS","","0","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","291","0.0","SR Legacy","173410","","","0","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","301","21.0","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","303","0.06","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","304","2.0","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","305","22.0","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","306","23.0","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","307","524.0","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","309","0.07","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","312","0.006","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","317","0.0","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","319","744.0","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","320","758.0","Foundation","790508","NC","","0","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","321","168.0","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","322","2.0","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","323","0.0","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","328","0.4","Foundation","790508","AS","","0","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","334","8.0","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","337","0.0","SR Legacy","173410","A","2002","0","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","338","0.0","SR Legacy","173410","A","2002","0","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","401","0.0","SR Legacy","173410","","1976","0","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","404","0.005","SR Legacy","173410","","1976","0","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","405","0.0","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","406","0.0","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","415","0.0","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","417","5.0","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","418","0.0","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","421","18.8","SR Legacy","173410","","2006","0","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","430","7.0","SR Legacy","173410","","2010","0","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","431","0.0","Assumed zero","","","","0","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","432","5.0","Informed by FDC Foundation and SR Legacy","","","","0","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","435","5.0","Informed by FDC Foundation and SR Legacy","","","","0","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","573","0.0","Assumed zero","","","","0","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","578","0.0","Assumed zero","","","","0","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","601","235.0","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","606","45.6","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","607","2.04","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","608","1.44","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","609","0.84","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","610","1.92","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","611","2.2","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","612","7.15","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","613","21.2","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","614","7.42","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","617","15.0","Informed by FDC Foundation and SR Legacy","","","","0","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","618","2.25","Informed by FDC Foundation and SR Legacy","","","","0","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","619","0.331","Informed by FDC Foundation and SR Legacy","","","","0","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","620","0.104","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","621","0.002","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","626","0.999","Informed by FDC Foundation and SR Legacy","","","","0","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","627","0.015","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","628","0.117","Informed by FDC Foundation and SR Legacy","","","","0","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","629","0.024","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","630","0.004","Informed by FDC Foundation and SR Legacy","","","","0","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","631","0.039","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","645","16.9","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1001","Butter, stick, salted","646","2.52","Foundation","790508","A","","2019","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","203","0.49","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","204","78.3","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","205","0.0","SR Legacy","173411","NC","2017","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","208","731.0","SR Legacy","173411","LC","2017","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","221","0.0","SR Legacy","173411","","1985","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","255","16.72","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","262","0.0","SR Legacy","173411","Z","2003","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","263","0.0","SR Legacy","173411","Z","2003","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","269","0.06","SR Legacy","173411","NR","2003","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","291","0.0","SR Legacy","173411","","1976","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","301","23.0","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","303","0.05","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","304","1.0","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","305","24.0","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","306","41.0","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","307","583.0","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","309","0.05","SR Legacy","173411","A","1976","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","312","0.01","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","317","0.0","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","319","671.0","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","320","683.0","SR Legacy","173411","","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","321","135.0","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","322","1.0","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","323","1.37","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","328","0.0","SR Legacy","173411","","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","334","6.0","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","337","0.0","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","338","13.0","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","401","0.0","SR Legacy","173411","","1976","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","404","0.007","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","405","0.064","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","406","0.022","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","415","0.008","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","417","4.0","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","418","0.07","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","421","18.8","SR Legacy","173411","","2006","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","430","4.6","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","431","0.0","SR Legacy","173411","Z","2001","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","432","4.0","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","435","4.0","SR Legacy","173411","NC","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","573","0.0","SR Legacy","173411","Z","2004","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","578","0.0","SR Legacy","173411","Z","2005","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","601","225.0","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","606","45.39","SR Legacy","173411","NC","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","607","1.635","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","608","1.373","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","609","0.858","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","610","2.039","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","611","2.354","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","612","7.515","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","613","20.531","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","614","7.649","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","617","17.37","SR Legacy","173411","","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","618","2.713","SR Legacy","173411","","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","619","0.298","SR Legacy","173411","","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","620","0.119","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","621","0.003","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","626","1.417","SR Legacy","173411","","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","627","0.003","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","628","0.147","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","629","0.022","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","630","0.005","SR Legacy","173411","","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","631","0.045","SR Legacy","173411","A","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","645","19.874","SR Legacy","173411","NC","2015","0","2019-01-0","2020-12-3"
"1002","Butter, whipped, with salt","646","3.331","SR Legacy","173411","NC","2015","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","203","0.28","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","204","99.48","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","205","0.0","SR Legacy","173412","","1995","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","208","876.0","SR Legacy","173412","NC","2009","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","221","0.0","SR Legacy","173412","","1995","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","255","0.24","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","262","0.0","SR Legacy","173412","Z","2002","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","263","0.0","SR Legacy","173412","Z","2002","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","269","0.0","SR Legacy","173412","NR","2002","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","291","0.0","SR Legacy","173412","","","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","301","4.0","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","303","0.0","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","304","0.0","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","305","3.0","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","306","5.0","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","307","2.0","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","309","0.01","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","312","0.001","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","317","0.0","SR Legacy","173412","Z","1997","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","319","824.0","SR Legacy","173412","T","2009","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","320","840.0","SR Legacy","173412","NC","2009","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","321","193.0","SR Legacy","173412","BFFN","2002","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","322","0.0","SR Legacy","173412","Z","2002","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","323","2.8","SR Legacy","173412","","","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","328","0.0","SR Legacy","173412","","2015","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","334","0.0","SR Legacy","173412","Z","2002","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","337","0.0","SR Legacy","173412","Z","2002","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","338","0.0","SR Legacy","173412","Z","2002","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","401","0.0","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","404","0.001","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","405","0.005","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","406","0.003","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","415","0.001","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","417","0.0","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","418","0.01","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","421","22.3","SR Legacy","173412","BFSN","2006","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","430","8.6","SR Legacy","173412","BFFN","2002","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","431","0.0","SR Legacy","173412","Z","2001","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","432","0.0","SR Legacy","173412","","2009","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","435","0.0","SR Legacy","173412","NC","2009","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","573","0.0","SR Legacy","173412","Z","2004","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","578","0.0","SR Legacy","173412","Z","2005","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","601","256.0","SR Legacy","173412","","1995","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","606","61.924","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","607","3.226","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","608","1.91","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","609","1.112","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","610","2.495","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","611","2.793","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","612","10.005","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","613","26.166","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","614","12.056","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","617","25.026","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","618","2.247","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","619","1.447","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","620","0.0","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","621","0.0","SR Legacy","173412","","1995","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","626","2.228","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","627","0.0","SR Legacy","173412","","1995","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","628","0.0","SR Legacy","173412","","1995","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","629","0.0","SR Legacy","173412","","1995","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","630","0.0","SR Legacy","173412","","1995","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","631","0.0","SR Legacy","173412","","1995","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","645","28.732","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1003","Butter oil, anhydrous","646","3.694","SR Legacy","173412","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","203","21.4","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","204","28.74","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","205","2.34","SR Legacy","172175","NC","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","208","353.0","SR Legacy","172175","NC","2009","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","221","0.0","SR Legacy","172175","","1985","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","255","42.41","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","262","0.0","SR Legacy","172175","Z","2002","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","263","0.0","SR Legacy","172175","Z","2002","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","269","0.5","SR Legacy","172175","BFNN","2002","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","291","0.0","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","301","528.0","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","303","0.31","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","304","23.0","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","305","387.0","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","306","256.0","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","307","1146.0","SR Legacy","172175","NR","2013","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","309","2.66","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","312","0.04","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","317","14.5","SR Legacy","172175","CAZN","1997","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","319","192.0","SR Legacy","172175","NC","2002","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","320","198.0","SR Legacy","172175","NC","2009","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","321","74.0","SR Legacy","172175","BFFN","2002","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","322","0.0","SR Legacy","172175","Z","2002","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","323","0.25","SR Legacy","172175","BFFN","2002","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","328","0.5","SR Legacy","172175","","2009","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","334","0.0","SR Legacy","172175","Z","2002","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","337","0.0","SR Legacy","172175","Z","2002","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","338","0.0","SR Legacy","172175","Z","2002","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","401","0.0","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","404","0.029","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","405","0.382","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","406","1.016","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","415","0.166","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","417","36.0","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","418","1.22","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","421","15.4","SR Legacy","172175","T","2009","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","430","2.4","SR Legacy","172175","BFFN","2002","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","431","0.0","SR Legacy","172175","Z","2001","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","432","36.0","SR Legacy","172175","","2009","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","435","36.0","SR Legacy","172175","NC","2009","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","573","0.0","SR Legacy","172175","Z","2004","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","578","0.0","SR Legacy","172175","Z","2004","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","601","75.0","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","606","18.669","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","607","0.658","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","608","0.361","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","609","0.247","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","610","0.601","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","611","0.491","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","612","3.301","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","613","9.153","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","614","3.235","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","617","6.622","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","618","0.536","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","619","0.264","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","620","0.0","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","621","0.0","SR Legacy","172175","","1995","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","626","0.816","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","627","0.0","SR Legacy","172175","","1995","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","628","0.0","SR Legacy","172175","","1995","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","629","0.0","SR Legacy","172175","","1995","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","630","0.0","SR Legacy","172175","","1995","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","631","0.0","SR Legacy","172175","","1995","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","645","7.778","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1004","Cheese, blue","646","0.8","SR Legacy","172175","","1976","0","2019-01-0","2020-12-3"
"1005","Cheese, brick","203","23.24","SR Legacy","172176","","1976","0","2019-01-0","2020-12-3"
"1005","Cheese, brick","204","29.68","SR Legacy","172176","","1976","0","2019-01-0","2020-12-3"
"1005","Cheese, brick","205","2.79","SR Legacy","172176","NC","1976","0","2019-01-0","2020-12-3"
"1005","Cheese, brick","208","371.0","SR Legacy","172176","NC","2009","0","2019-01-0","2020-12-3"
"1005","Cheese, brick","221","0.0","SR Legacy","172176","","1985","0","2019-01-0","2020-12-3"
"1005","Cheese, brick","255","41.11","SR Legacy","172176","","1976","0","2019-01-0","2020-12-3"
"1005","Cheese, brick","262","0.0","SR Legacy","172176","Z","2002","0","2019-01-0","2020-12-3"
